intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,match_filename,match_name,match_md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
3210000,0.00012292633610587749,0.03537735849056604,5.744221313358761e-6,0.00005494404864379773,10.0,10.0,4.88535225614967,/dev/fd/63,"GCA_003843635.1 Acinetobacter pittii strain=YMC2013/3/R2081, ASM384363v1",11d807be9b92bfa19ce36be69049fb81,0.7570754716981132,150000,5,26108310000,-,SRR15070562,238c3932cb78166fc29ad2fa04b95172,26113200000,51,DNA,10000,2611320,true,0.8381589200456774,0.9945581484182405,0.9163585342319589,0.9945581484182405,150,26634,2730050
370000,0.000014169079239618277,0.005128205128205128,7.658961751145014e-7,0.00004688558817604073,64.0,64.0,14.0,/dev/fd/63,"GCF_000588575.1 Acinetobacter baumannii 1428368 strain=1428368, ASM58857v2",fc9d20d374e0a3b9ac2652530b248a5d,0.09487179487179487,20000,82,26104510000,-,SRR15070562,238c3932cb78166fc29ad2fa04b95172,26113200000,51,DNA,10000,2611320,true,0.8033934140998958,0.9548691559333394,0.8791312850166176,0.9548691559333394,128,28228,2730050
360000,0.000013786131152061027,0.026785714285714284,4.5953770506870086e-6,0.0000120876907016355,2.75,1.0,3.6314597615834874,/dev/fd/63,"GCA_014656835.1 Acinetobacter seifertii strain=AS38, ASM1465683v1",71d7c8a87361ba6e0aa42a705758c77f,0.08035714285714286,120000,10,26107670000,-,SRR15070562,238c3932cb78166fc29ad2fa04b95172,26113200000,51,DNA,10000,2611320,true,0.8029619191268229,0.951765354571069,0.8773636368489459,0.951765354571069,33,26868,2730050
150000,5.744221313358761e-6,0.036312849162011177,4.9783251382442595e-6,4.761817549129137e-6,1.0,1.0,0.0,/dev/fd/63,"GCA_000248355.2 Acinetobacter lwoffii NCTC 5866 = CIP 64.10 = NIPH 512 strain=NCTC 5866, ASM24835v2",25af9912bb3b3039e79b67a6cdb47502,0.04189944134078212,130000,6,26108180000,-,SRR15070562,238c3932cb78166fc29ad2fa04b95172,26113200000,51,DNA,10000,2611320,true,0.7892958634316238,0.9396897185949534,0.8644927910132887,0.9396897185949534,13,26647,2730050
930000,0.000035614172142824316,0.004975124378109453,7.658961751145014e-7,1.831468288126591e-6,2.5,2.5,0.5,/dev/fd/63,"GCF_001432505.1 Acinetobacter pittii strain=ABBL016, ASM143250v1",960e1f08a78a8ac4af93807628535318,0.23134328358208955,20000,83,26104490000,-,SRR15070562,238c3932cb78166fc29ad2fa04b95172,26113200000,51,DNA,10000,2611320,true,0.8180444804553085,0.9717050257122375,0.8948747530837731,0.9717050257122375,5,28233,2730050
1090000,0.00004174134154374033,0.030985915492957747,4.2124289631297585e-6,5.494404864379773e-6,1.3636363636363635,1.0,0.642824346533225,/dev/fd/63,"GCF_001005885.2 Acinetobacter pittii strain=LC510, ASM100588v2",88fc8d0db35281e01f71b54b226a4da0,0.30704225352112674,110000,11,26107560000,-,SRR15070562,238c3932cb78166fc29ad2fa04b95172,26113200000,51,DNA,10000,2611320,true,0.820594785688082,0.9771136080778983,0.8988541968829902,0.9771136080778983,15,26883,2730050
700000,0.00002680636612900755,0.018867924528301886,3.0635847004580057e-6,2.9303492610025458e-6,1.0,1.0,0.0,GCF_028774625.1_genomic.fna.gz,GCF_028774625.1 Acinetobacter lactucae strain=PKAL1732 ASM2877462v1,e63345bb78314206f06ff28eecfba613,0.1650943396226415,80000,20,26106730000,-,SRR15070562,238c3932cb78166fc29ad2fa04b95172,26113200000,51,DNA,10000,2611320,true,0.8135000927062467,0.9652980199696489,0.8893990563379478,0.9652980199696489,8,27230,2730050
3630000,0.000139010155783282,0.0275,4.2124289631297585e-6,0.000050914818409919235,12.636363636363637,12.0,6.019252857180673,GCA_028614765.1_genomic.fna.gz,GCA_028614765.1 Acinetobacter pittii strain=mNGS2101_01 ASM2861476v1,606906b3a16cc14996cc8da27c1ce159,0.9075,110000,12,26107450000,-,SRR15070562,238c3932cb78166fc29ad2fa04b95172,26113200000,51,DNA,10000,2611320,true,0.840182170952024,0.9980986390412087,0.9191404049966163,0.9980986390412087,139,27022,2730050
530000,0.00002029624864053429,0.01715686274509804,2.680636612900755e-6,2.9303492610025458e-6,1.1428571428571428,1.0,0.3499271061118826,/dev/fd/63,"GCF_000313935.1 Acinetobacter sp. WC-141 strain=WC-141, gacin27v1.0",b9d0d77312b3cf878780382fd2d25b73,0.12990196078431374,70000,21,26106660000,-,SRR15070562,238c3932cb78166fc29ad2fa04b95172,26113200000,51,DNA,10000,2611320,true,0.80907455791037,0.9607710663804034,0.8849228121453867,0.9607710663804034,8,27238,2730050
340000,0.000013020234976946525,0.005089058524173028,7.658961751145014e-7,2.9303492610025458e-6,4.0,4.0,2.0,/dev/fd/63,"GCF_001649595.1 Acinetobacter baumannii strain=LIM1819, ASM164959v1",ae046ae226ce17a7f49716eab5fbf208,0.08651399491094147,20000,84,26104470000,-,SRR15070562,238c3932cb78166fc29ad2fa04b95172,26113200000,51,DNA,10000,2611320,true,0.8020625010833843,0.9531440830851302,0.8776032920842572,0.9531440830851302,8,28241,2730050
