intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,match_filename,match_name,match_md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
890000,0.0001830123420233351,0.19955156950672645,0.0001830123420233351,0.0006242286715235479,4.404494382022472,4.0,2.81136977739488,/dev/fd/63,"GCF_018777385.1 Candidatus Symbiopectobacterium endolongispinus, ASM1877738v1",10f873daae88dbfbb9b656ce2e8616be,0.19955156950672645,890000,0,4862170000,-,SRR19355473,252438f98384eb401fc17eda6343b812,4863060000,51,DNA,10000,486306,true,0.8447249106040347,0.9688924933122282,0.9068087019581315,0.9688924933122282,392,392,627975
660000,0.00013571701768022603,0.9428571428571428,0.00013571701768022603,0.00037262629881762806,3.5454545454545454,3.0,2.394322945875515,/dev/fd/63,"GCA_023934045.1 Candidatus Phytoplasma vitis, ASM2393404v1",faf9da8c2061a48a767249cfee4266b4,0.9428571428571428,660000,1,4861510000,-,SRR19355473,252438f98384eb401fc17eda6343b812,4863060000,51,DNA,10000,486306,true,0.8397872953214707,0.9988469300021143,0.9193171126617925,0.9988469300021143,234,626,627975
270000,0.000055520598141910646,0.00011589425293276845,0.000055520598141910646,0.00020860703053465505,4.851851851851852,1.0,5.674528557371307,genomes/mm39.fa.gz,mm39,dc5c5e2c13ba10b902e63b9f0a148f42,0.00011589425293276845,270000,2,4861240000,-,SRR19355473,252438f98384eb401fc17eda6343b812,4863060000,51,DNA,10000,486306,true,0.8251975392679917,0.8371913705422239,0.8311944549051078,0.8371913705422239,131,757,627975
470000,0.00009664696713591853,0.03917050691244239,0.0000349574136449067,0.00010350730522711891,3.823529411764706,3.0,1.8225803982152546,/dev/fd/63,"GCF_015762685.1 Candidatus Symbiopectobacterium sp. 'North America' strain=North America, ASM1576268v1",1abdca83acd5008b2e5fc121fc23728b,0.10829493087557604,170000,4,4860810000,-,SRR19355473,252438f98384eb401fc17eda6343b812,4863060000,51,DNA,10000,486306,true,0.8342153956386315,0.9573500132136588,0.895782704426145,0.9573500132136588,65,921,627975
200000,0.00004112636899400789,0.000037964271402358,0.00001850686604730355,0.00007006648353835742,4.888888888888889,2.0,9.254961965759465,genomes/felCat9.fa.gz,felCat9,5753fa8b98ca470c40aef14995208346,0.00008436504756079556,90000,5,4860720000,-,SRR19355473,252438f98384eb401fc17eda6343b812,4863060000,51,DNA,10000,486306,true,0.8203560025029455,0.8319952262202722,0.8261756143616088,0.8319952262202722,44,965,627975
130000,0.00002673213984610513,0.000022119489482182752,0.000012337910698202367,9.554520482503285e-6,1.0,1.0,0.0,downloads/hg38/chroms/chrY_KI270740v1_random.fa,hg38+alt,82cad2905996b107c9680bcba91a4eb6,0.00004792556054472929,60000,7,4860590000,-,SRR19355473,252438f98384eb401fc17eda6343b812,4863060000,51,DNA,10000,486306,true,0.8134558646998913,0.8228207575465948,0.818138311123243,0.8228207575465948,6,997,627975
420000,0.00008636537488741656,0.025089605734767026,0.00001439422914790276,0.000041402922090847566,3.7142857142857144,4.0,2.3733211036908783,GCF_020054415.1_genomic.fna.gz,GCF_020054415.1 Candidatus Symbiopectobacterium sp. ASM2005441v1,130ee8591ddd97c19302cac3a81c2a61,0.15053763440860216,70000,6,4860650000,-,SRR19355473,252438f98384eb401fc17eda6343b812,4863060000,51,DNA,10000,486306,true,0.832377602073986,0.963552525103421,0.8979650635887035,0.963552525103421,26,991,627975
650000,0.00013366069923052563,0.07323943661971831,0.00005346427969221026,0.0001576495879613042,3.8076923076923075,3.0,2.882563372700267,/dev/fd/63,"GCA_015762725.1 Candidatus Symbiopectobacterium sp. Dall1.0, ASM1576272v1",c4af0fc9e5c4e0e2c388eec1914d014d,0.18309859154929578,260000,3,4860980000,-,SRR19355473,252438f98384eb401fc17eda6343b812,4863060000,51,DNA,10000,486306,true,0.8395359323765099,0.9672591421848089,0.9033975372806594,0.9672591421848089,99,856,627975
10000,2.056318449700394e-6,0.0021321961620469083,2.056318449700394e-6,1.5924200804172141e-6,1.0,1.0,0.0,/dev/fd/63,"GCF_002554645.1 Yersinia pseudotuberculosis strain=FDAARGOS_416, ASM255464v1",7193612959f8154017033ceb3e564007,0.0021321961620469083,10000,34,4860200000,-,SRR19355473,252438f98384eb401fc17eda6343b812,4863060000,51,DNA,10000,486306,true,0.7735563723535541,0.886388395952828,0.8299723841531911,0.886388395952828,1,2848,627975
10000,2.056318449700394e-6,0.001996007984031936,2.056318449700394e-6,1.5924200804172141e-6,1.0,1.0,0.0,/dev/fd/63,"GCF_000826105.1 Pseudomonas massiliensis strain=CB1, Pseudomonas massiliensis CB1",9bbd9e0b1e6fc9437c1531b272831f65,0.001996007984031936,10000,32,4860220000,-,SRR19355473,252438f98384eb401fc17eda6343b812,4863060000,51,DNA,10000,486306,true,0.7735563723535541,0.8852419891557706,0.8293991807546623,0.8852419891557706,1,2218,627975
