intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,match_filename,match_name,match_md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
960000,0.00043114095165382974,0.21524663677130046,0.00043114095165382974,0.0040406346307499145,53.46875,50.0,22.904672524127033,/dev/fd/63,"GCF_018777385.1 Candidatus Symbiopectobacterium endolongispinus, ASM1877738v1",10f873daae88dbfbb9b656ce2e8616be,0.21524663677130046,960000,0,2225690000,-,SRR19355472,86add12b2ce9c80372a22be6088e499c,2226650000,51,DNA,10000,222665,true,0.8590375394498092,0.9703319265143321,0.9146847329820706,0.9703319265143321,5133,5133,1270345
700000,0.00031437361058091754,1.0,0.00031437361058091754,0.0018097445969402013,32.84285714285714,29.5,11.258819672068794,/dev/fd/63,"GCA_023934045.1 Candidatus Phytoplasma vitis, ASM2393404v1",faf9da8c2061a48a767249cfee4266b4,1.0,700000,1,2224990000,-,SRR19355472,86add12b2ce9c80372a22be6088e499c,2226650000,51,DNA,10000,222665,true,0.8537337929021651,1.0,0.9268668964510826,1.0,2299,7432,1270345
340000,0.00015269575371073136,0.00012534377373236893,0.00015269575371073136,0.00006454939406224293,2.411764705882353,1.0,5.093927451958178,downloads/hg38/chroms/chrY_KI270740v1_random.fa,hg38+alt,82cad2905996b107c9680bcba91a4eb6,0.00012534377373236893,340000,2,2224650000,-,SRR19355472,86add12b2ce9c80372a22be6088e499c,2226650000,51,DNA,10000,222665,true,0.8417305263194059,0.838479040688598,0.840104783504002,0.8417305263194059,82,7514,1270345
670000,0.00030090045584173534,0.07605633802816901,0.00012125839265263962,0.0013445166470525724,63.25925925925926,53.0,38.45304264086513,/dev/fd/63,"GCA_015762725.1 Candidatus Symbiopectobacterium sp. Dall1.0, ASM1576272v1",c4af0fc9e5c4e0e2c388eec1914d014d,0.18873239436619718,270000,3,2224380000,-,SRR19355472,86add12b2ce9c80372a22be6088e499c,2226650000,51,DNA,10000,222665,true,0.8530008571251305,0.9678340801719068,0.9104174686485187,0.9678340801719068,1708,9222,1270345
290000,0.0001302404958120944,0.00010545630945099445,0.00011227628949318483,0.00022985881788018217,11.68,1.0,27.16132544630325,genomes/felCat9.fa.gz,felCat9,5753fa8b98ca470c40aef14995208346,0.00012232931896315357,250000,4,2224130000,-,SRR19355472,86add12b2ce9c80372a22be6088e499c,2226650000,51,DNA,10000,222665,true,0.8391093296363111,0.8380789119209651,0.838594120778638,0.8391093296363111,292,9514,1270345
220000,0.00009880313475400264,0.029769959404600813,0.00009880313475400264,0.000018892505579193055,1.0909090909090908,1.0,0.28747978728803447,GCA_018417655.1_genomic.fna.gz,GCA_018417655.1 Pseudomonas fluorescens strain=B29B ASM1841765v1,76dc7a98c6951fc009e7e549b4c6491f,0.029769959404600813,220000,5,2223910000,-,SRR19355472,86add12b2ce9c80372a22be6088e499c,2226650000,51,DNA,10000,222665,true,0.8345763864991712,0.9334135115422609,0.8839949490207161,0.9334135115422609,24,9538,1270345
180000,0.00008083892843509308,0.03805496828752643,0.00008083892843509308,0.00001653094238179392,1.1666666666666667,1.0,0.5,/dev/fd/63,"GCA_002389165.1 Pseudomonas stutzeri, ASM238916v1",26902ac8122a0d4984e85b2c943cd74c,0.03805496828752643,180000,6,2223730000,-,SRR19355472,86add12b2ce9c80372a22be6088e499c,2226650000,51,DNA,10000,222665,true,0.8312990144993775,0.9379181253360079,0.8846085699176927,0.9379181253360079,21,9559,1270345
100000,0.00004491051579727393,0.03571428571428571,0.00004491051579727393,7.871877324663772e-6,1.0,1.0,0.0,/dev/fd/63,"GCF_007018965.1 Paracoccus marinus strain=NBRC 1000637, ASM701896v1",13b5559d419bbfafe6d79ef8f6bda3f8,0.03571428571428571,100000,11,2223030000,-,SRR19355472,86add12b2ce9c80372a22be6088e499c,2226650000,51,DNA,10000,222665,true,0.8217731028194317,0.9367514032259207,0.8792622530226761,0.9367514032259207,10,10423,1270345
60000,0.00002694630947836436,0.024896265560165973,0.00002694630947836436,4.723126394798264e-6,1.0,1.0,0.0,/dev/fd/63,"GCA_000477835.1 Propionibacterium sp. KPL1849 strain=KPL1849, Prop_sp_KPL1849_V1",2fd899166dade723996ba69a894b9b6f,0.024896265560165973,60000,12,2222970000,-,SRR19355472,86add12b2ce9c80372a22be6088e499c,2226650000,51,DNA,10000,222665,true,0.8135831528646668,0.9301471316254081,0.8718651422450374,0.9301471316254081,6,10429,1270345
310000,0.0001392225989715492,0.00007297045555026162,0.00007634787685536568,0.00005825189220251192,4.352941176470588,1.0,11.198430438711375,genomes/mm39.fa.gz,mm39,dc5c5e2c13ba10b902e63b9f0a148f42,0.0001330637718857712,170000,7,2223560000,-,SRR19355472,86add12b2ce9c80372a22be6088e499c,2226650000,51,DNA,10000,222665,true,0.8402073288540927,0.839462254112066,0.8398347914830793,0.8402073288540927,74,9633,1270345
500000,0.00022455257898636966,0.03686635944700461,0.00007185682527563828,0.000592752362547182,47.0625,47.5,16.671340490494458,/dev/fd/63,"GCF_015762685.1 Candidatus Symbiopectobacterium sp. 'North America' strain=North America, ASM1576268v1",1abdca83acd5008b2e5fc121fc23728b,0.1152073732718894,160000,8,2223400000,-,SRR19355472,86add12b2ce9c80372a22be6088e499c,2226650000,51,DNA,10000,222665,true,0.8481198280277656,0.9585122164919939,0.9033160222598797,0.9585122164919939,753,10386,1270345
150000,0.0000673657736959109,0.030927835051546393,0.0000673657736959109,0.000011807815986995658,1.0,1.0,0.0,/dev/fd/63,"GCF_003205475.1 Pseudomonas soli strain=57B-090714, ASM320547v1",58c1e064f534677dea9192c883850044,0.030927835051546393,150000,9,2223250000,-,SRR19355472,86add12b2ce9c80372a22be6088e499c,2226650000,51,DNA,10000,222665,true,0.828332482382144,0.9341121268109834,0.8812223045965637,0.9341121268109834,15,10401,1270345
130000,0.00005838367053645611,0.029055690072639227,0.00005389261895672872,9.446252789596527e-6,1.0,1.0,0.0,/dev/fd/63,"GCF_003640395.1 Pseudomonas sp. T3 strain=T3, ASM364039v1",b610230be1e7e37207cc5c49566635a8,0.031476997578692496,120000,10,2223130000,-,SRR19355472,86add12b2ce9c80372a22be6088e499c,2226650000,51,DNA,10000,222665,true,0.826011522896789,0.9344345510281518,0.8802230369624704,0.9344345510281518,12,10413,1270345
440000,0.0001976062695080053,0.021505376344086023,0.00002694630947836436,0.00029991852606968975,63.5,63.0,14.568802284333465,GCF_020054415.1_genomic.fna.gz,GCF_020054415.1 Candidatus Symbiopectobacterium sp. ASM2005441v1,130ee8591ddd97c19302cac3a81c2a61,0.15770609318996415,60000,14,2222850000,-,SRR19355472,86add12b2ce9c80372a22be6088e499c,2226650000,51,DNA,10000,222665,true,0.845996646583693,0.9644318374217522,0.9052142420027226,0.9644318374217522,381,10817,1270345
